id,y_2005,y_2006,y_2007,y_2008,y_2009,y_2010,y_2011,y_2012,y_2013,y_2014,y_2015
370630001011,112.1610129,117.1102541,102.9983105,127.0132603,140.8378488,128.1245208,88.92138189,102.0103428,116.2022059,116.9179976,56.54531371
370630001012,105.5137612,91.01927303,102.2751225,105.4508535,110.6203213,85.99460961,118.2208799,98.37942877,93.53021694,83.7646603,68.7804878
370630001021,126.6866366,116.8307087,125.4637717,115.9788361,122.9041859,133.1972987,140.206462,104.5243902,138.9565572,117.0785998,101.2345679
370630001022,120.262365,100.9313602,116.65751,126.5346419,115.0839799,119.8187094,111.2097011,117.1075066,125.2924134,137.7350091,126.3020833
370630002001,115.8324107,95.10682011,121.0273793,67.23210201,125.0347295,95.54562116,104.8733461,116.6841739,117.3073143,91.95039521,103.5135229
370630002002,79.94905459,80.15416661,63.35608001,124.1276446,88.96047413,85.87310149,122.3182333,122.0115787,57.45301916,117.3820697,112.4492165
370630002003,126.9078528,125.337473,121.1197767,136.8739518,157.5657467,152.0534848,169.7828854,165.3398154,161.2243946,171.1437592,149.0727532
370630003011,81.96494911,96.34786603,90.74124997,124.3588314,105.3477108,100.1080857,56.00354625,92.38736716,56.66734556,73.55082567,147.81966
370630003012,106.4106357,98.87070842,80.90239913,76.21872913,113.61094,95.32455896,95.74833856,72.68236927,114.0690282,121.1917014,128.1055901
370630003013,107.1637535,131.6302138,116.0296281,120.6633878,167.4054903,114.6178363,131.6518944,159.8287381,146.3807953,138.2800107,163.5720601
370630003021,146.3502845,156.3766178,154.6096063,156.3744769,156.1490088,178.8198119,161.4563547,176.209545,176.6893305,171.2108218,163.5315822
370630003022,116.2536195,134.1974356,126.0636699,125.0626367,176.965295,184.3320649,191.1245351,168.1400761,183.4960455,166.1862943,107.5268817
370630003023,16.35281093,124.6975329,92.80343802,166.4445529,132.3469113,154.2459878,149.8684518,199.3679238,14.39304284,131.1358493,6.606158088
370630004011,122.3257482,124.4015053,123.5024509,153.3025509,147.6919508,153.2012823,151.9176614,138.2168865,168.483698,150.2598564,185.6485506
370630004012,179.6293385,140.6604704,149.4909772,189.254533,183.5663842,192.812785,152.5552278,183.8782939,193.4719917,190.1245588,182.5809951
370630004013,148.0480876,151.4714729,157.2178903,148.5727854,147.6280343,158.2817796,206.8752684,147.0825119,164.0856048,235.3683143,125.6281407
370630004021,144.5049761,113.5334545,131.6438161,103.2987952,173.410355,148.4985643,173.7739924,194.4878075,188.8213607,175.9498188,149.924269
370630005001,,7.996570905,3.91535394,3.89524921,,,3.495881516,,4.114117554,,4.563053097
370630005002,69.60302236,75.9264044,56.63167939,113.064395,64.11566773,127.8270734,68.67575356,172.9511638,200.1792389,194.4590704,71.80059524
370630005003,90.25902134,106.1499952,60.56957576,84.28282675,76.70867804,115.5655272,95.65480945,119.8158553,75.92447551,79.11443419,239.3617021
370630005004,60.52796242,109.1740089,88.48699905,56.2645742,82.41648315,101.044258,94.22200667,66.92099643,40.59167836,91.90370688,53.05602716
370630006001,130.2735987,121.796248,127.337504,144.5144535,134.3262497,129.6275731,138.6531025,136.3221064,144.9856654,137.012856,130.5767138
370630006002,137.6156572,129.6295784,122.5793926,141.4985629,148.882406,122.693564,113.4493008,119.7121376,147.937228,126.7318934,118.4331797
370630006003,142.5397033,132.6235863,147.8748609,161.090673,157.0676956,175.3344064,153.7917978,145.3921607,159.8082946,172.3606574,
370630007001,57.34102532,83.76660659,112.7966142,91.46247496,119.3901565,90.15947234,141.573995,138.5996935,159.379116,159.3481511,170.0216111
370630007002,130.5637819,178.543704,138.8816969,144.5804277,161.8137891,167.5092012,166.0004302,179.8934743,171.4371325,177.1418086,199.7336884
370630007003,124.2911114,119.8863145,114.5865289,115.3861362,133.5870345,136.8677142,119.0377788,124.5842779,143.7019674,138.8590338,126.5822785
370630009001,68.60183603,68.03394681,75.29889351,46.4871257,27.60696871,34.92203589,28.56747471,7.496540665,31.88406464,25.09180296,36.58366868
